Commodity,Mandi,State,District,Date,Price,Min_Price,Max_Price
Jowar(Sorghum),Nargunda APMC,Karnataka,Gadag,2026-06-25,4250,4250,4250
Jowar(Sorghum),Belgaum APMC,Karnataka,Belagavi,2026-06-25,4500,3000,5500
Jowar(Sorghum),Bailahongal APMC,Karnataka,Belagavi,2026-06-25,5540,5400,5600
Jowar(Sorghum),Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,3650,3500,3800
Jowar(Sorghum),Raichur APMC,Karnataka,Raichur,2026-06-25,4851,4761,4851
Jowar(Sorghum),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-25,4500,2000,5400
Sunflower/Sunflower Seed,Bagalkot APMC,Karnataka,Bagalkot,2026-06-25,7174,7001,7555
Copra,Gubbi APMC,Karnataka,Tumakuru,2026-06-25,31000,31000,32000
Mango,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2500,2000,3000
Bitter gourd,Mysuru APMC,Karnataka,Mysuru,2026-06-25,2400,2300,2500
Bitter gourd,Bangarpet APMC,Karnataka,Kolar,2026-06-25,2500,2000,2700
Maize,Bagalkot APMC,Karnataka,Bagalkot,2026-06-25,2295,2100,2409
Maize,Sankeshwar APMC,Karnataka,Belagavi,2026-06-25,2380,2380,2380
Bengal Gram(Gram)(Whole),Dharwar APMC,Karnataka,Dharwad,2026-06-25,6000,5900,6000
Bengal Gram(Gram)(Whole),Laxmeshwar APMC,Karnataka,Gadag,2026-06-25,5659,4969,5890
Maize,Haveri APMC,Karnataka,Haveri,2026-06-25,1920,1900,1950
Maize,Ranebennur APMC,Karnataka,Haveri,2026-06-25,2282,2165,2400
Maize,Shikaripura APMC,Karnataka,Shivamogga,2026-06-25,2270,2200,2310
Tender Coconut,Pandavapura APMC,Karnataka,Mandya,2026-06-25,25000,24000,26000
Tender Coconut,Hunsur APMC,Karnataka,Mysuru,2026-06-25,20000,20000,20000
Cabbage,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,800,600,1000
Cabbage,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,2300,2000,2500
Cucumbar(Kheera),Mysuru APMC,Karnataka,Mysuru,2026-06-25,2100,2000,2200
Cucumbar(Kheera),Channapatna APMC,Karnataka,Bengaluru South,2026-06-25,1600,1400,2000
Cucumbar(Kheera),"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2600,2500,2700
Cucumbar(Kheera),Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,700,600,800
Thondekai,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2600,2500,2700
Raddish,Nanjangud APMC,Karnataka,Mysuru,2026-06-25,2777,2380,3030
Raddish,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2100,1800,2200
Raddish,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,2000,2000,2400
Raddish,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,2000,1500,2500
Ladies Finger,Davangere APMC,Karnataka,Davangere,2026-06-25,1200,600,2000
Ladies Finger,Mysuru APMC,Karnataka,Mysuru,2026-06-25,1100,1000,1200
Ladies Finger,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,1500,1000,2000
Knool Khol,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1900,1800,2000
Knool Khol,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,3800,3000,4500
Knool Khol,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,3500,3000,4000
Sweet Pumpkin,Davangere APMC,Karnataka,Davangere,2026-06-25,700,600,1100
Suvarna Gadde,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,1100,2600
Potato,Bangarpet APMC,Karnataka,Kolar,2026-06-25,1500,1000,2000
Cashewnuts,Sirsi APMC,Karnataka,Uttara Kannada,2026-06-25,10489,10001,11827
Potato,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,1500,1000,2200
Potato,Udupi APMC,Karnataka,Udupi,2026-06-25,1500,1400,1500
Potato,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,2000,1500,2500
Onion,Gundlupet APMC,Karnataka,Chamarajanagar,2026-06-25,1800,1800,1800
Pineapple,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3000,2000,4000
Wheat,Bagalkot APMC,Karnataka,Bagalkot,2026-06-25,2153,1801,2415
"Sesamum(Sesame,Gingelly,Til)",Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-25,10500,7500,11050
Groundnut,Gadag APMC,Karnataka,Gadag,2026-06-25,2553,2553,2553
Paddy(Common),Shikaripura APMC,Karnataka,Shivamogga,2026-06-25,3182,3000,3670
Paddy(Common),Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,2027,2000,2300
Paddy(Common),Raichur APMC,Karnataka,Raichur,2026-06-25,2626,2325,2921
Rice,Sirsi APMC,Karnataka,Uttara Kannada,2026-06-25,1900,1900,1900
Black Gram(Urd Beans)(Whole),Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,7750,7500,8000
Black Gram(Urd Beans)(Whole),Koppal APMC,Karnataka,Koppal,2026-06-25,8429,3370,8573
Rice,Davangere APMC,Karnataka,Davangere,2026-06-25,3585,2300,4830
Rice,Bhadravathi APMC,Karnataka,Shivamogga,2026-06-25,2500,2500,2500
Green Gram(Moong)(Whole),Hubballi APMC,Karnataka,Dharwad,2026-06-25,4798,1901,7025
Brinjal,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,2100,1300,2800
Cauliflower,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2900,2600,3100
Cauliflower,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-25,1200,1000,1500
Cauliflower,Kolar APMC,Karnataka,Kolar,2026-06-25,1800,1500,2000
Rice,Gangavathi APMC,Karnataka,Koppal,2026-06-25,2420,2300,2840
Rice,Pandavapura APMC,Karnataka,Mandya,2026-06-25,2550,2550,2550
Rice,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-25,4000,1450,5280
Onion,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,800,500,1000
Maize,Nargunda APMC,Karnataka,Gadag,2026-06-25,2100,2000,2200
Maize,Sirsi APMC,Karnataka,Uttara Kannada,2026-06-25,2270,2170,2270
Maize,Ramdurga APMC,Karnataka,Belagavi,2026-06-25,2250,2250,2250
Maize,Koppal APMC,Karnataka,Koppal,2026-06-25,2313,2058,2420
Onion,Udupi APMC,Karnataka,Udupi,2026-06-25,2000,1900,2000
Onion,Bangarpet APMC,Karnataka,Kolar,2026-06-25,1500,1200,2000
Onion,Belgaum APMC,Karnataka,Belagavi,2026-06-25,2400,1000,2700
Green Gram Dal(Moong Dal),Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,11250,11000,11500
Dry Chillies,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,59000,38000,80000
Dry Chillies,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,25000,22000,28000
Dry Chillies,Sindhanur APMC,Karnataka,Raichur,2026-06-25,4400,4380,4400
Mousambi(Sweet Lime),"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3500,3000,4500
Bunch Beans,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,4700,4200,4800
Jowar(Sorghum),Hubballi APMC,Karnataka,Dharwad,2026-06-25,3926,1516,4536
Bengal Gram(Gram)(Whole),Vijayapura APMC,Karnataka,Vijayapura,2026-06-25,5951,5802,6100
Bengal Gram(Gram)(Whole),Raichur APMC,Karnataka,Raichur,2026-06-25,5901,5550,5920
Red gram/Arhar/Tur(whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-25,7700,6600,8150
Banana,Udupi APMC,Karnataka,Udupi,2026-06-25,2400,2200,3500
Mango,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,900,800,1100
Tomato,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-25,1300,1000,1600
Tomato,Bangarpet APMC,Karnataka,Kolar,2026-06-25,1200,1000,1600
Beans,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,5200,5000,6000
Beans,Bangarpet APMC,Karnataka,Kolar,2026-06-25,6000,5000,6500
Beans,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,4500,4000,5000
Cowpea(Lobia/Karamani),H.B. Halli APMC,Karnataka,Vijayanagara,2026-06-25,7000,7000,7000
Pomegranate,Davangere APMC,Karnataka,Davangere,2026-06-25,7000,6000,8000
Tender Coconut,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,20200,20000,22000
Capsicum,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,4500,4000,5000
Ginger(Green),Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,8000,5000,10000
Karbuja(Musk Melon),Davangere APMC,Karnataka,Davangere,2026-06-25,2500,2000,3000
Drumstick,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,4500,4000,5000
Arecanut(Betelnut/Supari),Sagar APMC,Karnataka,Shivamogga,2026-06-25,37019,13109,39499
Arecanut(Betelnut/Supari),Siddapur APMC,Karnataka,Uttara Kannada,2026-06-25,33869,30089,35600
Arecanut(Betelnut/Supari),Puttur APMC,Karnataka,Dakshina Kannada,2026-06-25,30500,30000,47000
Arecanut(Betelnut/Supari),Shimoga(Theertahalli) APMC,Karnataka,Shivamogga,2026-06-25,50757,50757,50757
Arecanut(Betelnut/Supari),Siddapur APMC,Karnataka,Uttara Kannada,2026-06-25,43299,36600,45889
Sweet Potato,Udupi APMC,Karnataka,Udupi,2026-06-25,1800,1700,1800
Carrot,Malur APMC,Karnataka,Kolar,2026-06-25,5000,4500,5500
Carrot,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,5500,5000,6000
Carrot,Nanjangud APMC,Karnataka,Mysuru,2026-06-25,3333,3030,3703
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-25,55299,55299,55299
Arecanut(Betelnut/Supari),Puttur APMC,Karnataka,Dakshina Kannada,2026-06-25,29500,20000,33000
Capsicum,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,7200,6000,8000
Coconut,Sulya APMC,Karnataka,Dakshina Kannada,2026-06-25,19000,18000,21000
Coconut,Harihara APMC,Karnataka,Davangere,2026-06-25,19000,19000,19000
Sweet Pumpkin,Davangere APMC,Karnataka,Davangere,2026-06-25,700,600,1100
Suvarna Gadde,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,1100,2600
Karbuja(Musk Melon),Davangere APMC,Karnataka,Davangere,2026-06-25,2500,2000,3000
Carrot,Nanjangud APMC,Karnataka,Mysuru,2026-06-25,3333,3030,3703
Green Gram Dal(Moong Dal),Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,11250,11000,11500
Dry Chillies,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,59000,38000,80000
Dry Chillies,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,25000,22000,28000
Dry Chillies,Sindhanur APMC,Karnataka,Raichur,2026-06-25,4400,4380,4400
Drumstick,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,4500,4000,5000
Carrot,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,5500,5000,6000
Carrot,Malur APMC,Karnataka,Kolar,2026-06-25,5000,4500,5500
Sweet Potato,Udupi APMC,Karnataka,Udupi,2026-06-25,1800,1700,1800
Arecanut(Betelnut/Supari),Shimoga(Theertahalli) APMC,Karnataka,Shivamogga,2026-06-25,50757,50757,50757
Arecanut(Betelnut/Supari),Siddapur APMC,Karnataka,Uttara Kannada,2026-06-25,43299,36600,45889
Turmeric,Gundlupet APMC,Karnataka,Chamarajanagar,2026-06-25,11800,11800,13000
Mango,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3500,3000,4000
Cotton,Gadag APMC,Karnataka,Gadag,2026-06-25,7300,7300,7300
Bitter gourd,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,3600,3000,4000
Tender Coconut,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,20200,20000,22000
Pomegranate,Davangere APMC,Karnataka,Davangere,2026-06-25,7000,6000,8000
Rice,Bidar APMC,Karnataka,Bidar,2026-06-25,5100,4800,5500
Wheat,Nargunda APMC,Karnataka,Gadag,2026-06-25,2500,2500,2500
Paddy(Common),Haliyala APMC,Karnataka,Uttara Kannada,2026-06-25,2360,2200,2600
Paddy(Common),Gangavathi APMC,Karnataka,Koppal,2026-06-25,3227,3004,3467
Groundnut,Ramdurga APMC,Karnataka,Belagavi,2026-06-25,7491,6329,7869
Green Gram(Moong)(Whole),Kalaburagi APMC,Karnataka,Kalaburagi,2026-06-25,5500,4500,7400
Rice,Gangavathi APMC,Karnataka,Koppal,2026-06-25,2300,2000,2480
Wheat,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,4100,3700,4500
Rice,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,4900,4800,5000
Brinjal,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,1400,1200,1600
Ragi(Finger Millet),H.B. Halli APMC,Karnataka,Vijayanagara,2026-06-25,3000,3000,3000
Ragi(Finger Millet),Harappana Halli APMC,Karnataka,Davangere,2026-06-25,3256,3200,3300
Cucumbar(Kheera),Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,2000,1800,2200
Cucumbar(Kheera),Honnali APMC,Karnataka,Davangere,2026-06-25,2100,2000,2200
Brinjal,Mysuru APMC,Karnataka,Mysuru,2026-06-25,3100,3000,3200
Cauliflower,Honnali APMC,Karnataka,Davangere,2026-06-25,3000,2500,3500
Cauliflower,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,2400,2000,3000
Cauliflower,Bangarpet APMC,Karnataka,Kolar,2026-06-25,1000,600,1300
Brinjal,Channapatna APMC,Karnataka,Bengaluru South,2026-06-25,4500,4000,5000
Brinjal,Kadur APMC,Karnataka,Chikkamagaluru,2026-06-25,2082,2082,2082
Cabbage,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1900,1800,2000
Cabbage,Kolar APMC,Karnataka,Kolar,2026-06-25,1100,1000,1200
Ladies Finger,Honnali APMC,Karnataka,Davangere,2026-06-25,2000,1500,2100
Soyabean,Hubballi APMC,Karnataka,Dharwad,2026-06-25,6329,3670,6789
Soyabean,Basava Kalayana APMC,Karnataka,Bidar,2026-06-25,6700,6500,6860
Apple,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,14000,10000,18000
Mustard,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,9500,8500,10500
Rice,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,3200,3100,3300
Rice,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,5600,5200,6000
Rice,Koppa APMC,Karnataka,Chikkamagaluru,2026-06-25,1800,1800,1800
Wheat,Hubballi APMC,Karnataka,Dharwad,2026-06-25,2490,2219,4216
Wheat,Jevargi APMC,Karnataka,Kalaburagi,2026-06-25,2220,2000,2411
Grapes,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3500,2500,4500
Grapes,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,4000,3000,5000
Onion,Hubballi APMC,Karnataka,Dharwad,2026-06-25,1800,500,2100
Chapparad Avare,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,2000,1500,2500
Carrot,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-25,5500,5000,6000
Carrot,Bangarpet APMC,Karnataka,Kolar,2026-06-25,3500,3000,3700
Red gram/Arhar/Tur(whole),Raichur APMC,Karnataka,Raichur,2026-06-25,7351,6629,7839
Capsicum,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-25,2000,1500,2500
Beetroot,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,1000,2800
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-25,31899,21600,34109
Arecanut(Betelnut/Supari),Sirsi APMC,Karnataka,Uttara Kannada,2026-06-25,46244,44199,48215
Arecanut(Betelnut/Supari),Yellapur APMC,Karnataka,Uttara Kannada,2026-06-25,51869,48699,53735
Beetroot,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2600,2500,2700
Karbuja(Musk Melon),"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1800,1000,2200
Lime,Davangere APMC,Karnataka,Davangere,2026-06-25,1500,1000,2200
Knool Khol,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,3600,3000,4000
Ginger(Green),Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,9000,8000,10000
Ginger(Green),Belur APMC,Karnataka,Hassan,2026-06-25,2000,2000,2000
Beans,Kolar APMC,Karnataka,Kolar,2026-06-25,7300,6000,9000
Cowpea(Lobia/Karamani),Koppal APMC,Karnataka,Koppal,2026-06-25,6354,5740,6910
Cowpea(Lobia/Karamani),Raichur APMC,Karnataka,Raichur,2026-06-25,4807,4527,4807
Cowpea(Veg),Honnali APMC,Karnataka,Davangere,2026-06-25,5000,4500,5500
Seemebadnekai,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,3500,3200,4000
Suvarna Gadde,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3800,3700,3900
Suvarna Gadde,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,3500,3200,4000
Maize,Honnali APMC,Karnataka,Davangere,2026-06-25,2391,2300,2500
Maize,Hanagal APMC,Karnataka,Haveri,2026-06-25,1800,1800,2400
Maize,Gadag APMC,Karnataka,Gadag,2026-06-25,1525,1237,1669
Maize,Gangavathi APMC,Karnataka,Koppal,2026-06-25,2100,2100,2100
Maize,Mundaragi APMC,Karnataka,Gadag,2026-06-25,2304,2126,2426
Thondekai,Davangere APMC,Karnataka,Davangere,2026-06-25,3500,1700,4100
Thondekai,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,2500,2000,3500
Raddish,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,1750,1500,2000
Raddish,Chintamani APMC,Karnataka,Chikkaballapur,2026-06-25,1500,1000,2000
Thondekai,Mysuru APMC,Karnataka,Mysuru,2026-06-25,2200,2100,2300
Red gram/Arhar/Tur(whole),Basava Kalayana APMC,Karnataka,Bidar,2026-06-25,7300,7050,7520
Papaya,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1000,800,1200
Copra,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,37500,36000,39000
Copra,Hosadurga APMC,Karnataka,Chitradurga,2026-06-25,34000,34000,34000
Copra,Bantwala APMC,Karnataka,Dakshina Kannada,2026-06-25,12000,10000,15000
Maize,Kudchi APMC,Karnataka,Belagavi,2026-06-25,2000,1950,2100
Maize,Kottur APMC,Karnataka,Vijayanagara,2026-06-25,1979,1979,1979
Bengal Gram(Gram)(Whole),Bidar APMC,Karnataka,Bidar,2026-06-25,5797,3200,6093
Bengal Gram(Gram)(Whole),Gadag APMC,Karnataka,Gadag,2026-06-25,5384,3412,6050
Tomato,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,1000,2800
Tomato,Mysuru APMC,Karnataka,Mysuru,2026-06-25,1600,1500,1700
Tomato,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,1050,600,1500
Tomato,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,1846,385,2538
Tomato,Kolar APMC,Karnataka,Kolar,2026-06-25,1460,330,2000
Banana,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,1100,2800
Bottle gourd,Davangere APMC,Karnataka,Davangere,2026-06-25,800,600,1200
Bottle gourd,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,2000,1500,2500
Ridgeguard(Tori),Kadur APMC,Karnataka,Chikkamagaluru,2026-06-25,2775,2775,2775
Green Chilli,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,2100,2500,3500
Green Chilli,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-25,3500,3000,4000
Green Chilli,Kolar APMC,Karnataka,Kolar,2026-06-25,3300,3000,3500
Green Chilli,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,4000,3500,4500
Bitter gourd,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2900,2800,3000
Bitter gourd,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,2500,2000,3000
Bitter gourd,Kolar APMC,Karnataka,Kolar,2026-06-25,2800,2500,3000
Bitter gourd,Gauribidanur APMC,Karnataka,Chikkaballapur,2026-06-25,2500,2000,3000
Rice,Sindhanur APMC,Karnataka,Raichur,2026-06-25,2200,2200,2200
Rice,H.B. Halli APMC,Karnataka,Vijayanagara,2026-06-25,2500,2500,2500
Black Gram(Urd Beans)(Whole),Bidar APMC,Karnataka,Bidar,2026-06-25,6928,4858,7792
Paddy(Common),Belur APMC,Karnataka,Hassan,2026-06-25,2510,2510,2510
Paddy(Common),Davangere APMC,Karnataka,Davangere,2026-06-25,2973,2963,3011
Paddy(Common),Sirsi APMC,Karnataka,Uttara Kannada,2026-06-25,2300,2050,2400
Rice,Challakere APMC,Karnataka,Chitradurga,2026-06-25,3000,3000,3000
Groundnut,Vijayapura APMC,Karnataka,Vijayapura,2026-06-25,7021,7021,7021
Wheat,Basava Kalayana APMC,Karnataka,Bidar,2026-06-25,2300,2300,2300
Green Gram(Moong)(Whole),Gadag APMC,Karnataka,Gadag,2026-06-25,3789,1989,4914
Groundnut,Raichur APMC,Karnataka,Raichur,2026-06-25,6255,4389,6696
Pineapple,Davangere APMC,Karnataka,Davangere,2026-06-25,2500,2000,3000
Onion,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,2500,2200,3000
Potato,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,1600,1500,2000
Brinjal,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,4000,3000,4400
Brinjal,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3700,3500,4000
Brinjal,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-25,3000,2500,3500
Onion,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-25,2400,2400,2400
Snakeguard,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1900,1800,2000
Snakeguard,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,1300,1000,1500
Snakeguard,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,2000,1600,2400
Soyabean,Bhalki APMC,Karnataka,Bidar,2026-06-25,6651,6215,6800
Soyabean,Aurad APMC,Karnataka,Bidar,2026-06-25,5000,5000,5000
Cabbage,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,1400,1000,2000
Cabbage,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,2400,2000,3200
Cabbage,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,1700,1400,2000
Bajra(Pearl Millet/Cumbu),Basava Kalayana APMC,Karnataka,Bidar,2026-06-25,2350,2350,2350
Alasande Gram,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,8250,8000,8500
Tamarind Fruit,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,13000,11000,15000
Black Gram Dal(Urd Dal),Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,8250,8000,8500
Sweet Pumpkin,Mysuru APMC,Karnataka,Mysuru,2026-06-25,600,500,700
Seemebadnekai,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,1000,2600
Thondekai,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,3600,3000,4000
Thondekai,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,2500,2000,3000
Raddish,Bagepalli APMC,Karnataka,Chikkaballapur,2026-06-25,1300,1000,1500
Raddish,Bangarpet APMC,Karnataka,Kolar,2026-06-25,700,300,1000
Mousambi(Sweet Lime),Davangere APMC,Karnataka,Davangere,2026-06-25,5500,5000,6000
Corriander seed,Bengaluru APMC,Karnataka,Bengaluru,2026-06-25,16000,14000,18000
Copra,Turvekere APMC,Karnataka,Tumakuru,2026-06-25,30000,30000,33000
Copra,Arasikere APMC,Karnataka,Hassan,2026-06-25,27000,18000,27000
Bottle gourd,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,2100,1800,2200
Bottle gourd,Mysuru APMC,Karnataka,Mysuru,2026-06-25,800,700,900
Bottle gourd,Ramanagara APMC,Karnataka,Bengaluru South,2026-06-25,1000,800,1300
Green Chilli,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,2300,2000,2500
Green Chilli,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-25,1580,1480,1680
Copra,Hosadurga APMC,Karnataka,Chitradurga,2026-06-25,16000,16000,16000
Copra,Arasikere APMC,Karnataka,Hassan,2026-06-25,30000,30000,30000
Drumstick,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,7000,6000,8000
Drumstick,Chikkamagaluru APMC,Karnataka,Chikkamagaluru,2026-06-25,5500,5500,5500
White Pumpkin,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1900,1800,2000
Banana,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,3250,1000,5500
Banana,Davangere APMC,Karnataka,Davangere,2026-06-25,3800,2100,5000
Banana,"Binny Mill (F&V), Bengaluru APMC",Karnataka,Bengaluru,2026-06-25,1800,1000,2600
Black pepper,Yellapur APMC,Karnataka,Uttara Kannada,2026-06-25,63801,62601,65200
Black pepper,Mudigere APMC,Karnataka,Chikkamagaluru,2026-06-25,36100,35200,36100
Black pepper,Sagar APMC,Karnataka,Shivamogga,2026-06-25,66519,54100,66519
Bajra(Pearl Millet/Cumbu),Kottur APMC,Karnataka,Vijayanagara,2026-06-25,2100,2100,2100
Garlic,Bangarpet APMC,Karnataka,Kolar,2026-06-25,10300,9000,10500
Garlic,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,14000,11000,18000
Potato,Hubballi APMC,Karnataka,Dharwad,2026-06-25,1500,1200,1700
Carrot,Davangere APMC,Karnataka,Davangere,2026-06-25,2000,900,2900
Carrot,Shimoga APMC,Karnataka,Shivamogga,2026-06-25,4500,4000,5000
Carrot,Kolar APMC,Karnataka,Kolar,2026-06-25,4200,3000,5000
Sweet Potato,Mysuru APMC,Karnataka,Mysuru,2026-06-25,1300,1200,1400
Capsicum,Davangere APMC,Karnataka,Davangere,2026-06-25,4600,3500,5500
Capsicum,Bangarpet APMC,Karnataka,Kolar,2026-06-25,1500,1000,2000
Beetroot,Doddaballapur APMC,Karnataka,Bengaluru Rural,2026-06-25,2000,1500,2500
Beetroot,Chamarajanagar APMC,Karnataka,Chamarajanagar,2026-06-25,1600,1400,1800
Coconut,Hiriyur APMC,Karnataka,Chitradurga,2026-06-25,15000,15000,15000
Arecanut(Betelnut/Supari),Kumta APMC,Karnataka,Uttara Kannada,2026-06-25,36819,21600,40010
Arecanut(Betelnut/Supari),Sulya APMC,Karnataka,Dakshina Kannada,2026-06-25,29000,20000,34000
